10.10.01,"LIMPEZA MECANIZADA GERAL, INCLUSIVE REMOÇÃO DA COBERTURA VEGETAL - TRONCOS COM DIÂMETRO ATÉ 10CM - SEM TRANSPORTE",1.06,M2
10.10.02,"DESTOCAMENTO, INCLUSIVE REMOÇÃO DAS RAÍZES - DIÂMETROS DE 10,01 À 30CM",34.7,UN
10.10.03,"DESTOCAMENTO, INCLUSIVE REMOÇÃO DAS RAÍZES - DIÂMETRO 30,01 À 50 CM",96.45,UN
10.10.04,"DESTOCAMENTO, INCLUSIVE REMOÇÃO DAS RAÍZES - DIÂMETROS MAIORES QUE 50 CM",114.91,UN
10.10.05,"CARGA MECANIZADA E REMOÇÃO DE ENTULHO, INCLUSIVE TRANSPORTE ATÉ 1KM",5.83,M3
10.10.06,"CARGA MANUAL E REMOÇÃO DE ENTULHO, INCLUSIVE TRANSPORTE ATÉ 1 KM",21.74,M3
10.10.07,"REMOÇÃO DE ENTULHO COM CAÇAMBA METÁLICA, INCLUSIVE CARGA MANUAL E DESCARGA EM BOTA-FORA",78.24,M3
10.10.08,LIMPEZA MANUAL GERAL INCLUSIVE REMOÇÃO DE COBERTURA VEGETAL - TRONCO ATÉ 10CM - SEM TRANSPORTE,3.75,M2
10.10.09,"DESTOCAMENTO MANUAL, INCLUSIVE REMOÇÃO DE RAÍZES - DIÂMETRO 10,01 À 30 CM",45.01,UN
10.11.00,"TRANSPORTE DE ENTULHO POR CAMINHÃO BASCULANTE, A PARTIR DE 1KM",0.93,M3XKM
10.12.00,"CORTE, RECORTE E REMOÇÃO DE ÁRVORES INCLUSIVE RAIZES DIÂM. > 5 E < 15CM",132.85,UN
10.12.01,"CORTE, RECORTE E REMOÇÃO DE ÁRVORES INCLUSIVE RAIZES DIÂM. > 15 E < 30CM",316.74,UN
10.12.02,"CORTE, RECORTE E REMOÇÃO DE ÁRVORES INCLUSIVE RAIZES DIÂM. > 30 E < 60CM",395.92,UN
10.12.03,"CORTE, RECORTE E REMOÇÃO DE ÁRVORES INCLUSIVE RAIZES DIÂM. > 60 E < 90CM",475.1,UN
10.12.04,"CORTE, RECORTE E REMOÇÃO DE ÁRVORES INCLUSIVE RAIZES DIÂM. > 90CM",554.29,UN
10.20.01,CORTE,30.01,M3
10.20.02,CORTE E ESPALHAMENTO DENTRO DA OBRA,37.51,M3
10.20.05,"ATERRO, INCLUSIVE COMPACTAÇÃO",22.51,M3
10.21.00,"CARGA MECANIZADA E REMOÇÃO DE TERRA, INCLUSIVE TRANSPORTE ATÉ 1KM",7.15,M3
10.21.01,"CARGA MANUAL E REMOÇÃO DE TERRA, INCLUSIVE TRANSPORTE ATÉ 1 KM",22.65,M3
10.30.01,CORTE E ESPALHAMENTO DENTRO DA OBRA,9.19,M3
10.30.02,CORTE E ATERRO COMPACTADO,10.46,M3
10.30.03,"CORTE E CARREGAMENTO PARA BOTA-FORA, INCLUSIVE TRANSPORTE ATÉ 1KM",12.37,M3
10.30.05,"FORNECIMENTO DE TERRA, INCLUSIVE CORTE, CARGA, DESCARGA E TRANSPORTE ATÉ 1KM",15.01,M3
10.30.06,"ATERRO, INCLUSIVE COMPACTAÇÃO",3.84,M3
