01.01.001,"RETIRANDO A VEGETACAO, TRONCOS ATE 5CM DE DIAMETRO E RASPAGEM.",3.81,M2
01.01.010,"CORTE, RECORTE E REMOCAO DE ARVORES INCL RAIZES DIAM>5<15CM",198.85,UN
01.01.021,"CORTE, RECORTE E REMOÇÃO DE ÁRVORES INCL.RAIZES 15CM<DIAM<30CM",639.63,UN
01.01.022,"CORTE, RECORTE E REMOÇÃO DE ÁRVORES INCL.RAIZES 30CM<DIAM<45CM",1812.48,UN
01.01.023,"CORTE, RECORTE E REMOÇÃO DE ÁRVORES INCL.RAIZES 45CM<DIAM<60CM",2939.88,UN
01.01.024,"CORTE, RECORTE E REMOÇÃO DE ÁRVORES INCL.RAIZES 60CM<DIAM<100CM",6106.49,UN
01.01.025,"CORTE, RECORTE E REMOÇÃO DE ÁRVORES INCL.RAIZES DIAM >100CM",8454.74,UN
01.01.030,"CORTE RASO , RECORTE E REMOÇÃO DE ÁRVORES 5CM<DIAM<15CM",160.68,UN
01.01.031,"CORTE RASO, RECORTE E REMOÇÃO DE ÁRVORES 15CM<DIAM<30CM",545.46,UN
01.01.032,"CORTE RASO, RECORTE E REMOÇÃO DE ÁRVORES 30CM<DIAM<45CM",1624.14,UN
01.01.033,"CORTE RASO, RECORTE E REMOÇÃO DE ÁRVORES 45CM<DIAM<60CM",2657.37,UN
01.01.034,"CORTE RASO, RECORTE E REMOÇÃO DE ÁRVORES 60CM<DIAM<100CM",5729.81,UN
01.01.035,"CORTE RASO, RECORTE E REMOÇÃO DE ÁRVORES DIAM >100CM",7983.89,UN
01.01.099,LIMPEZAS DO TERRENO,438.25,MV
01.02.001,CORTE E ATERRO DENTRO DA OBRA COM TRANSPORTE INTERNO,47.72,M3
01.02.002,CORTE COM RETIRADA POR CAMINHAO NOS PRIMEIROS 100 M,27.38,M3
01.02.003,ATERRO COM TRANSPORTE POR CAMINHAO NOS PRIMEIROS 100 M,27.38,M3
01.02.004,TRANSPORTE POR CAMINHAO M3X,0.88,KM
01.02.099,MOVIMENTOS DE TERRA MANUAL,438.25,MV
01.03.001,CORTE E ATERRO DENTRO DA OBRA COM TRANSPORTE INTERNO,7.75,M3
01.03.002,CORTE COM RETIRADA POR CAMINHAO NOS PRIMEIROS 100 M,12.77,M3
01.03.004,ATERRO COM TRANSPORTE POR CAMINHAO NOS PRIMEIROS 100 M,14.52,M3
01.03.005,TRANSPORTE POR CAMINHAO M3X,1.41,KM
01.03.099,MOVIMENTOS DE TERRA MECANIZADOS,438.25,MV
01.04.006,ESCORAMENTO PONTALETADO,52.81,M2
01.04.010,"ESCORAMENTO DE VALAS CONTINUO ATE 2,00M",78.82,M2
01.04.015,"ESCORAMENTO DE VALAS DESCONTINUO ATE 2,00M",55.12,M2
01.04.099,ESCORAMENTOS DE TERRA,438.25,MV
01.05.001,ESCAVACAO MANUAL - PROFUNDIDADE ATE 1.80 M,43.9,M3
01.05.002,ESCAVACAO MANUAL - PROFUNDIDADE ALEM DE 1.80 M,57.26,M3
01.05.099,ESCAVACOES MANUAIS EM TERRA,438.25,MV
01.06.001,APILOAMENTO PARA SIMPLES REGULARIZACAO,7.63,M2
01.06.005,REATERRO INTERNO APILOADO,66.8,M3
01.06.099,APILOAMENTO E ATERRO DE CAVAS,438.25,MV
01.07.002,LASTRO DE PEDRA BRITADA - 5CM,7.74,M2
01.07.010,LASTRO DE CONCRETO - 5 CM,34.56,M2
01.07.099,LASTROS,438.25,MV
